company_name,address,midc_area,industry_label,business_type,latitude,longitude,phone,website,rating,total_reviews
Maven Technopro Industry LLP,"Plot no. 139, near vishweshwar Chowk, Khande Wasti, Sector 10, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Chemical Processing,Manufacturer,18.6436668,73.829679,,,5,2
MBK Engineers,"64, Advani Oerlikon Rd, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,General Manufacturing,Manufacturer,18.6526811,73.7906967,090110 09781,https://mbkengineers.co.in/,4.4,20
Mechmantra Mechanical projects Akurdi Pune,"landmark, B wing 4th floor ,306 Mithila homes, DY Patil College Rd, near Dmart, Ravet, pune, Maharashtra 412101, India",Bhosari,Mechanical Engineering,Manufacturer,18.6450318,73.7557058,072768 08426,http://www.mechmantra.com/,4.7,144
Mechsoft Digital Technologies pvt ltd,"Prestige Plaza I, 2nd floor, opp. Nigdi flyover, Old Mumbai Pune highway, Akurdi, Pimpri-Chinchwad, Maharashtra 411035, India",Bhosari,IT Services,Manufacturer,18.6570201,73.7788615,020 4678 1818,https://www.mechsoftgroup.com/,3.5,30
Mednex Pharma LLP,"Rmanagari 2/A, Pune - Alandi Rd, Pune, Maharashtra 412105, India",Bhosari,Pharmaceutical Manufacturing,Manufacturer,18.6421187,73.8774635,072767 63831,http://www.mednexpharma.com/,4.3,7
Mega Fiber Private Limited,"S 164, Indrayani Nagar Rd, S Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Plastic Manufacturing,Manufacturer,18.6307901,73.8358856,020 2712 1271,http://www.megafibre.in/,4,26
Megamech Industries Pvt. Ltd.,"Serve No. 64, opp. Advani Orlicon, Ltd, Pune, Maharashtra 411019, India",Bhosari,Automobile Manufacturing,Manufacturer,18.6524162,73.7925871,083081 97899,http://megamechind.com/,4.9,42
Mekonix Systems,"Unit B-18, Pavana Industrial Estate, Plot T204, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,IT Services,Manufacturer,18.6236034,73.824435,096732 07838,http://www.mekonix.com/,4.8,4
Menar Auto Components Pvt. Ltd.,"439, J Block Rd, J Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Automobile Manufacturing,Manufacturer,18.6197677,73.8401284,020 2713 0743,https://www.menarauto.com/,4.6,25
Merastock India Pvt. Ltd.,"Flat no - 6, B Wing Landge Nestworth, Sector 10, Bhosari, Pune, Maharashtra 411026, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6494992,73.8380288,099230 29887,http://merastock.in/,4.9,23
Meru Industries,"T - 165/1/6,, MIDC, Bhosari, Pune, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6222867,73.8296504,020 2711 9308,http://www.meruindustries.com/,4.3,43
Meson Cutting Tools,"F2 Block, Plot No.29/1, Block F-2, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Bhosari,Mechanical Engineering,Manufacturer,18.651807,73.8238338,099213 00404,http://www.mesoncuttingtools.com/,4.5,10
Messung Systems Pvt Ltd. ( Industrial & Home Automation Manufacturing Unit),"Electronic Sadan 3, EL 17-18, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6232379,73.8378481,095617 03619,http://www.messungautomation.co.in/,5,10
Metal Form Industries,"Plot No 400, near Oerlicon, J Block, Sector 10, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.638981,73.8324482,098600 67847,https://metalformindustries.in/,5,7
Metal Impregnations (India) Private Limited,"J-250, M I D C Industrial Estate, Bhosari, Bhosari, Pune, Maharashtra 411026, India",Bhosari,IT Services,Manufacturer,18.6453149,73.8262852,020 2588 0895,https://www.impregseal.com/,4.1,17
Metrolink Logistics Pvt.Ltd.-Transporters in Pune,"Plot 121, Sector Number 23, Shree Vihar, Transport Nagar, Nigdi, Pune, Pimpri-Chinchwad, Maharashtra 411044, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6653703,73.7652605,090960 57151,https://www.metrolinklogistics.com/,5,94
Micro Logistics Chakan,"PQVR+X4C, Mahalunge, Pune, Mahalunge Ingale, Maharashtra 410501, India",Bhosari,Logistics & Warehousing,Manufacturer,18.7449582,73.7902761,077680 04548,,3.8,25
Micron CNC Machines Pvt. Ltd.,"T-188/3 Block, Near Bhosari Post Office, Opp. Pavana Industrial Premises Co-Operative Society Ltd, MIDC, Bhosari, Pune, Maharashtra 411026, India",Bhosari,Mechanical Engineering,Manufacturer,18.6230544,73.8264365,,,5,6
"Midbrains Technologies - IT Solutions & Digital Marketing Company in Wakad, Pune","2nd floor, above HDFC Bank, Dange Chowk- Hinjewadi, road, near Pandit Petrol Pump, Wakad, Pune, Maharashtra 411033, India",Bhosari,IT Services,Manufacturer,18.6105831,73.7595906,091727 11103,https://www.midbrains.in/,4.2,248
MILKON HEAVY ENGINEERING COMPANY,"PLOT NO T 103, MIDC Rd, T Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Food Processing,Manufacturer,18.6270312,73.8284674,098600 87875,http://www.milkondairyequipment.com/,4.2,15
Millan Rubber Plastic Product,"Sr.No.14/3/4, Anand Nagar, Shantinagar, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6251659,73.8448093,089757 50768,,3.7,3
Mimic Infotech Pvt. Ltd.,"Malhar, RL 146, PL Deshpandey Marg, near benne dosa hotel, Shahunagar, MIDC, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6548008,73.8101712,098901 25224,http://www.mimicinfo.com/,4.7,60
Minerva Hydro Peneumatics,"Shop No 3B/3 Near. Sia Baba Mandir, Bhosari, Pune, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6306492,73.8249877,093265 03276,https://minervahydro.com/,4.8,20
"MIOTWEB Technologies Pvt. Ltd. - Pune, MH","Office No. 3, Esha House, Next to Ganesh Krupa Shree Datt Marg, Diwakar Chowk, Sudarshan Nagar, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033, India",Bhosari,IT Services,Manufacturer,18.6342052,73.7927369,,https://miotweb.com/,5,1
Mithsagar Electronicss Systems Pvt Ltd,"Plot 1, El - 25, Block 1, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6394039,73.8354157,094223 51999,http://www.mithsagarelectronicss.com/,4.4,41
Mitra Industries | Pipe bending,"359, J Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Mechanical Engineering,Manufacturer,18.6359949,73.8329316,093737 70217,,4.6,13
Mitsubishi Electric India Pvt Ltd,"EL - 1&2, J- Block, MIDC Rd, Bhosari, Pune, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6374515,73.8331107,020 2710 2000,http://www.mitsubishielectric.in/,4.5,339
Mittal Engineering,"Plot No. 12/7, D-1 Block. Opp. Kamalnayan Bajaj School, Telco Road, MIDC, Nigdi Bhosari Rd, Sambhajinagar, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,General Manufacturing,Manufacturer,18.6572934,73.7959708,020 6611 4312,,4.3,4
Mittal Precision Autocomps Private Limited,"Plot No 45 A, P C N T D A, Sector No 10, Bhosari, Pune, Maharashtra 411026, India",Bhosari,Automobile Manufacturing,Manufacturer,18.6464772,73.8350062,020 6612 9530,https://www.vasantgroup.com/mittal-precision-autocomponents-pvt-ltd/,4.3,35
Mkg Logistics Pvt Ltd,"Mq79+Wj6 Nisarg Darshan Society, 9, Nigadi Rd, Block B6, Shree Vihar, Transport Nagar, Nigdi, Pimpri-Chinchwad, Maharashtra 411044, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6648093,73.7689862,093710 11425,,,
MNCAS India Private Limited,"Survey No-317,Shrihari Chauk, Waghere colony No-4, near SUKHWANI NIKETAN, Pimpri Colony, Pune, Maharashtra 411017, India",Bhosari,General Manufacturing,Manufacturer,18.6048149,73.7988659,086696 69990,https://mncas.in/,4.5,56
Modern Engineers,"JRPP+GJM, Anandrao Lande Rd, J Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6363446,73.8365622,,,3.9,12
Modern Soft Tech,"Bhosari Alandi Rd, opposite to Punchjanya TATA Service Center, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411039, India",Bhosari,IT Services,Manufacturer,18.6269474,73.8642632,098819 68281,,5,25
Mogora Cosmic Pvt Ltd,"EL 31/16, Electronic Zone, Bhosari Pune, Maharashtra - 411 026, Pune, Maharashtra 411026, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6394435,73.8330548,020 6612 3806,http://mogora.in/,4.1,24
Mojj Engineering Systems ltd.,"81-B/15, MIDC, Bhosari, Pune, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.620244,73.8330615,020 2712 0360,http://www.mojjdetergentplants.com/,4.3,39
Monga Strayfield Pvt Ltd (Sheet Metal Division),"T 98,, Bhosari MIDC,, Pune, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6284027,73.8291128,020 2712 4162,http://www.mongagroup.com/,4.7,3
Monga Strayfield Pvt. Ltd.,"W 272, Block F, Opposite Sanket Hotel, Bhosari Industrial Estate, Indrayani Nagar, Pune, Maharashtra 411026, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6372038,73.8396046,020 2712 0021,http://www.mongagroup.com/,,
"Moryaa Solar Energy Strategies , Chinchwad , Pune","Samarth Carina, C 201, Mahatma Phule Rd, Pratham Bunglow Society, Wakad, Pimpri-Chinchwad, Pune, Maharashtra 411057, India",Bhosari,Renewable Energy,Manufacturer,18.6071675,73.7649872,,,5,1
MotherCare Packaging,"Pune - Nashik Hwy, Kurali, Maharashtra 412105, India",Bhosari,General Manufacturing,Manufacturer,18.7021254,73.8478089,,,4.5,20
Moulds and More Engineering Pvt Ltd,"EL33, J Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Plastic Manufacturing,Manufacturer,18.6391618,73.8338078,,https://www.mouldsandmore.net/,5,4
MRC Logistics (India) Pvt. Ltd.,"81, Block B6, Shree Vihar, Transport Nagar, Nigdi, Pimpri-Chinchwad, Maharashtra 411044, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6641291,73.7669016,020 6719 1900,,4.1,81
"Mrugesh Laser Engravers - Industrial Aluminium Namplate PUNE, industrial stickers manufacturer in PUNE.","Plot no- 144-A, Gate no-2 Sector-7, PCNTDA, MIDC, Bhosari, Pune, Maharashtra 411026, India",Bhosari,IT Services,Manufacturer,18.6443074,73.8368064,089831 19434,http://www.industrialnameplatespune.com/,4.5,26
MS Enterprises,"sector 10 plot 85/2 bhosari MIDC -411026, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6483495,73.8333977,070202 60632,https://www.msenterprisespune.in/,5,6
MS MACHINERY,"T-71/1-A/8, Telco Rd, General Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Mechanical Engineering,Manufacturer,18.6288427,73.8315181,078758 03509,,4.5,8
MUKTAI TEXTILE,"Roshan garden, Near, Nashik - Pune Rd, Sainath Nagar, Bhosari, Pimpri-Chinchwad, Maharashtra 411039, India",Bhosari,General Manufacturing,Manufacturer,18.6287186,73.8521807,,,3.9,53
MUKUND STEEL,"Sector No. 10 , Plot No. 66 , Bhosari, PCNDTA, MIDC, Pune, Maharashtra 411026, India",Bhosari,Mechanical Engineering,Manufacturer,18.647472,73.8367396,077090 92379,,4.9,14
Multiline Electronics Private Limited,"239 J Block, M I D C, Bhosari, Pune, Maharashtra 411026, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6441958,73.8278401,093255 03175,http://www.meplpcb.com/,4,11
MVTECH AUTOMATION PVT. LTD.,"Plot No. 100, near Wonder Car Showroom, Block F-2, F-II Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Bhosari,General Manufacturing,Manufacturer,18.6445774,73.8233514,,https://www.mvtechautomation.com/,,
N.D. Automation,"Shree Industrial Premises, 1st Floor MIDC, Bhosari Near Radix Mould Dia Company, Philips Rd, near Mhasoba Mandir, Landewadi, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6199338,73.8394553,098500 25591,https://ndautomations.com/,3.7,27
Nach Engineering Pvt. Ltd.,"S-42, T- GENERAL BLOCK, OPP PAWANA INDUSTRIAL PREMISES, NEAR BHOSARI POST OFFICE, BHOSARI MIDC, Pune, Maharashtra 411026, India",Bhosari,Mechanical Engineering,Manufacturer,18.6230334,73.8259295,098816 28580,http://www.nachengg.net/,4.6,5
NACHI ELECTRONICS,"Unit B1, Plot No. 32, opp. HDFC Colony, D-II Block, MIDC, Chinchwad, Pune, Maharashtra 411019, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6495971,73.8058533,098902 80608,http://www.nachielectronics.com/,5,2
Nand Composites Pvt Ltd,"W-114, S-block, M I D C, Bhosari, Pune, Maharashtra 411026, India",Bhosari,Plastic Manufacturing,Manufacturer,18.6296779,73.8387737,095525 70812,,5,2
Nanobot pharmaceuticals pvt Ltd,"Sr.No490/1 &490/2, TANISH ORCHID , Phase 2, U1, Office NO -63 ,First Floor, Charholi Budruk, Pune, Maharashtra 412105, India",Bhosari,Pharmaceutical Manufacturing,Manufacturer,18.6630824,73.8957482,,,4.8,4
Napino Auto and Electronics Limited,"Elpro International, Chinchwad Station Rd, Chinchwad Gaon, Chinchwad, Pimpri-Chinchwad, Maharashtra 411033, India",Bhosari,Automobile Manufacturing,Manufacturer,18.632456,73.7862973,,http://www.napino.com/,4.3,7
Naturralis Food Processing Pvt Ltd,"C Plot No, 02 Sukhwani Recidency, 30, Pimpri Colony, Pimpri-Chinchwad, Maharashtra 411018, India",Bhosari,Food Processing,Manufacturer,18.6319229,73.8046081,098030 60902,http://www.naturralis.com/,4.7,3
"NAVPAD METAL SPECIALIZE IN STAINLESS STEEL, ALUMINUM, COPPER, BRASS, PERCENTAGE & GUNMETAL RAW MATERIALS.","Shop No. B/6, Plot No. T/80, near Nehru Nagar Stadium, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6285369,73.8272985,070202 22513,http://navpadmetal.com/,4.7,26
Navya Rubber India Industries,"Mangalmurti Industrial Complex, 80, Magar Stadium Rd, T Block, MIDC, Bhosari, Pimpri-Chinchwad, Pune, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6285369,73.8272985,,,4.7,7
NBS ELECTRICAL,"G no:18, BASWESHWAR COMPLEX, MIDC MIDC Road, VISHWESHWAR CHOWK, Sector 10, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6423637,73.8312193,097622 20996,https://get-qr.ehamds.com/p/NBSElectricals,4.7,42
Neels Enterprises,"Plot no - 28/3, Block F-2, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Bhosari,General Manufacturing,Manufacturer,18.652161,73.8236958,,,4.5,2
"NES India -Pharma/Chemical Process Equipment,Reactor,Twin Shaft/Plough Shear Mixer,Powder Transfer/Pneumatic Conveying System","2nd floor, Office No, 233/234, Thermax Chowk, Chinchwad, Pimpri-Chinchwad, Pune, Maharashtra 411019, India",Bhosari,Pharmaceutical Manufacturing,Manufacturer,18.6624717,73.7926122,098607 53071,http://nesprocessequipment.com/,4.3,8
Nestcharge Energy Solutions,"75, G Block, MIDC, Thermax Chowk, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Renewable Energy,Manufacturer,18.6606719,73.7952422,080870 19279,https://nestchargeenergy.com/,4.9,18
New Dwarka Garments,"17, Radhakrishna Complex, Indrayani Nagar, J Block, Sector No. 3, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411039, India",Bhosari,General Manufacturing,Manufacturer,18.6383869,73.8457803,096736 50253,,4,7
"New Edge Electrical, Pune","Shop No. 4, Ellora Shoppee, Indrayani Nagar Rd, Chaitanya Park, Sector No. 1, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411039, India",Bhosari,General Manufacturing,Manufacturer,18.6373623,73.8449887,097481 91022,http://newedgeelectrical.in/,4.8,4
NEW JM CARGO MOVERS,"No 23,,Plot No, Sec, 30, Old Mumbai - Pune Hwy, near Raigad Hotel, Nigdi, Pune, Maharashtra 411019, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6489961,73.7863905,090347 50434,http://newjmcargomovers.com/,5,309
Nihal Industries unit-1,"Plot No.260, Sector 10, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6372618,73.8373724,099220 10786,http://www.nihalind.com/,5,3
Nikul Engineering Pvt Ltd,"Plot No. 368, J Block, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6371571,73.8318126,093711 61133,https://www.ecolineappliances.com/,4.9,16
Nile Enterprise,"Office No. 127, First Floor, Pesh Platinum, G.P. 173, MIDC, Thermax Chowk, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6616124,73.792524,075175 12138,http://www.nileenterprise.com/,4.8,82
Nilesh Traders,"Nilesh Traders, Wing F, Mohan Nagar, MIDC, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Food Processing,Manufacturer,18.6441439,73.7961562,091582 15451,,5,1
Niranjan Auto Components,"J-48, Indrayani Chowk, S Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Automobile Manufacturing,Manufacturer,18.6324774,73.8357811,090110 35439,http://www.niranjanauto.in/,4.9,7
Niru Plastics Pvt. Ltd.- Precision Plastic Components Manufacturer,"S No-164, Near Shrinath Ware Housing, Fursungi Bhekrai Rd, Phursungi, Maharashtra 412308, India",Bhosari,Plastic Manufacturing,Manufacturer,18.4783991,73.9640691,098508 46009,https://www.niruplasticindia.com/,4.7,3
Nishko Instruments Pvt Ltd,"El-5, Electronic Zone, near Mithsubishi Company, MIDC, Bhosari, Pune, Maharashtra 411026, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6371116,73.8334587,020 2712 2304,,4.1,11
Niteo Automation India Pvt Ltd,"Plot No. 5/2/3, F II Block, behind Wonder Car, MIDC, Bhosari, Pune, Maharashtra 411018, India",Bhosari,IT Services,Manufacturer,18.6414858,73.8251405,077094 00910,http://niteoindia.com/,5,11
Nitin Engineering,"Gat no. 1, Mantra Residency, Shop No. 67, Nighoje, khed, Maharashtra 411019, India",Bhosari,General Manufacturing,Manufacturer,18.6507691,73.7932107,,,4,1
Nitto denko india pvt Ltd,"D-1 Block, MIDC Chinchwad, Nigdi Bhosari Rd, Sambhajinagar, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6572821,73.7974283,,,4.2,5
NoBroker Packers and Movers Bhosari,"Morewadi, Bhosari, Pimpri-Chinchwad, Pune, Maharashtra 411018, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6320582,73.8055978,083066 68725,https://www.nobroker.in/packers-and-movers/bhosari-pune?utm_source=Google&utm_medium=Maps&utm_campaign=PnM_Local_Listing_Pimpri_Chinchwad_Bhosari_Pimpri_Chinchwad_Pune_Maharashtra_411026,4.7,6
Novillex Technologies Pvt.Ltd.,"OM CHAMBERS, 301-A, Telco Rd, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,IT Services,Manufacturer,18.6321037,73.8291327,075001 06080,https://www.novillex.com/,5,3
NOVINO ELECTRIC,"Shop no 4, Rachna Industrial Complex, opp. Suverna Fibrotech, near Pavana ind. Complex, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6254804,73.825667,099608 44015,https://www.novinoelectric.com/,4.3,8
NR Industries,"Plot No. W-202 & 203, S Block, MIDC Bhosari (Near Indrayani Nagar), Pune, Maharashtra 411026, India",Bhosari,Automobile Manufacturing,Manufacturer,18.6359515,73.8374152,,http://www.nrindustriespune.com/,4.4,24
NS steel industries,"plot no.137, MIDC Sector 2 Industrial Area, Sector Number 7, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,General Manufacturing,Manufacturer,18.6443388,73.8352733,081092 91735,http://nssteelindustries.com/,4.9,12
Ntex Transportation Services Private Limited,"54/17, D-II Block, MIDC, Chinchwad, Pune, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6510188,73.8035848,,,2,2
NuEngine Technology Services Pvt Ltd,"Bhosari Rd, Shivatej Nagar, Chinchwad, Vitthal Nagar, Maharashtra 411019, India",Bhosari,IT Services,Manufacturer,18.6638919,73.8050521,,,5,2
Nuin Wellness Pvt Ltd,"1st Floor, Tirth Business Centre, EL Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Pharmaceutical Manufacturing,Manufacturer,18.6385071,73.8364122,099708 43254,,5,1
"Nylon Polyamide Flexible Conduit Pipe, Electrical Flexible Pipe, Cable Tie, Plastic cable tie, Drag Chain","PAPJ-154, TECOX INDUSTRIES, Telco Rd, behind QUALITY CIRCLE, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Plastic Manufacturing,Manufacturer,18.6358251,73.8281139,093733 11455,http://www.tecox.in/,5,7
OCCPL Logistics Pvt. Ltd.-Courier & Cargo Service,"Mayur Nivas, Shop No.2 Occpl Logistics, MIDC Rd, opp. Waghere Empire, Morewadi, Pimpri Colony, Pune, Maharashtra 411018, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6321809,73.8030617,095038 77007,http://www.occpllogistics.com/,4.3,20
Ocean Wizard Pvt. Ltd.,"Office No. 111/A, 1st Floor, Mayur Trade Center II Pune Mumbai Road, Chinchwad, Pimpri, Chinchwad, Pune, Maharashtra 411019, India",Bhosari,IT Services,Manufacturer,18.639117,73.7940243,04110 576 446,http://www.oceanwizard.in/,4.8,4
Olympus Power Pvt. Ltd.,"Near Dheeraj International School, Pradhikaran, Sector 10, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Renewable Energy,Manufacturer,18.6452868,73.832114,099224 30203,http://www.olympuspower.in/,4.3,3
Om Food Products,"Plot No 627, Sector 28, Akurdi, Sector No. 30, Mhalasakant Chowk, Pimpri-Chinchwad, Maharashtra 411044, India",Bhosari,Food Processing,Manufacturer,18.6467326,73.7778112,,,5,31
Om Logistics Ltd,"Gate No. 113, Chimbli Phata, Nashik Pune Highway, Chakan, near Indrayani River, Pune, Maharashtra 412105, India",Bhosari,Logistics & Warehousing,Manufacturer,18.700372,73.8490378,098817 77001,http://omlogistics.co.in/,3.7,215
Om Logistics LTD.,"JRMG+P9H, S Block, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6343071,73.8259715,0788 735 5004,https://omlogistics.co.in/,3.4,9
OM Plastic Industries,"PLOT No.EL, 411026, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Plastic Manufacturing,Manufacturer,18.6406479,73.8325527,099759 75521,http://www.omplasticind.com/,5,6
Om steel enterprises S 26,"S 26, Khande Wasti, Pimpri Chinchwad New Twp Development Authority, MIDC, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Logistics & Warehousing,Manufacturer,18.6428005,73.8317306,,,,
OMFYS Technologies India Private Limited,"Unit No. 1, Electronic Sadan-3 MIDC Bhosari Pune, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Electronics Manufacturing,Manufacturer,18.6222003,73.837665,020 4860 1860,http://www.omfysgroup.com/,3.6,76
OMKAR LOGISTICS,"GAT no 339/3, Chakan Industrial, behind Kubler Automation, Phase 1, Pune, Maharashtra 410501, India",Bhosari,Logistics & Warehousing,Manufacturer,18.7407488,73.8009927,,http://www.omkarlogistics.net/,4.3,7
Omkar Techno Plast,"Parmar Industrial Complex, Survey No.142, Kalbhor Nagar MIDC Akurdi Chinchwad - 41101942/1, Akurdi, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,Plastic Manufacturing,Manufacturer,18.6509511,73.7934729,,,5,1
One solution tally,"Office no 405,jai Ganesh vision wing A, near INOX Jai Ganesh Vision Mall, Akurdi, Pune, Maharashtra 411035, India",Bhosari,IT Services,Manufacturer,18.6482915,73.7847407,087793 95058,,4.9,53
OneGreenDiary Software Pvt. Ltd - Rise POS,"Tower 2, Office 505, Kohinoor World Towers, Pune, Maharashtra 411019, India",Bhosari,IT Services,Manufacturer,18.6347281,73.7993984,091722 99477,https://www.onegreendiary.com/,4.9,163
Onyx Technology,"J 139, MIDC, Bhosari, Pimpri-Chinchwad, Maharashtra 411026, India",Bhosari,Mechanical Engineering,Manufacturer,18.6383563,73.8298081,075885 76392,http://www.onyxtechnology.in/,4.6,37
Oppidan India,"Shop no -G2, Swami Plaza, Shahunagar, Sambhajinagar, Chinchwad, Pimpri-Chinchwad, Maharashtra 411019, India",Bhosari,IT Services,Manufacturer,18.6564501,73.8040796,088304 50210,http://oppidanindia.in/,4.8,25
Orange Wave Solar,"Navnirman Hou. Soc, near Rameshwar Mandir, Dakshata Nagar, Rupeenagar, Talwade, Pimpri-Chinchwad, Maharashtra 411062, India",Bhosari,Renewable Energy,Manufacturer,18.6755807,73.7810976,,https://orangewavesolar.com/,5,29
Orbit Solar,"ELLORA SHOPEE MALL, A-210, Indrayani Nagar Rd, near SAHARA SWEET CORNER, J Block, Sector No. 1, Bhosari, Pune, Pimpri-Chinchwad, Maharashtra 411039, India",Bhosari,Renewable Energy,Manufacturer,18.6376262,73.8457169,098904 22930,https://www.orbitsolarservices.com/,4.8,18
Orca Automation,"19/4, Telco Bhosari Rd, Block F-2, MIDC, Pimpri Colony, Pune, Pimpri-Chinchwad, Maharashtra 411018, India",Bhosari,General Manufacturing,Manufacturer,18.6525466,73.8246527,,http://www.orcaautomation.in/,4.7,17
ORGANOCRAFT PHARMA SOLUTIONS PRIVATE LIMITED,"Sr.No. 98/2, Plot No. 5, Gopali Enclave, Panjarpol, Bhosari, Maharashtra 411039, India",Bhosari,Pharmaceutical Manufacturing,Manufacturer,18.6440005,73.8505065,093716 54394,https://organocraftspharmaceutical.tradeindia.com/,,
Oriana Solar | Waaree Franchise | L&T Schneider Meter & Switchgear | Elmex | Authorised Distributor,"Shop 1, Sai Highness Building, Kokane Chowk, near Mahindra car Showroom, Dwarkadheesh Gardens, Pimple Saudagar, Pune, Pimpri-Chinchwad, Maharashtra 411017, India",Bhosari,Renewable Energy,Manufacturer,18.5984213,73.78848,096840 03603,http://www.orianasolar.com/,4.7,24
ORYX,"80/1, LAXMI NAGAR, Walhekarwadi, Sector No. 32, Nigdi, Pune, Maharashtra 411033, India",Bhosari,Renewable Energy,Manufacturer,18.634477,73.7635491,086050 72007,https://oryxsolarenergy.com/,4.4,19
